CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
5527632,2/2/2016 10:28,8/22/2016 10:31,8/22/2016 10:31,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,"79 COLLINGWOOD ST, SAN FRANCISCO, CA, 94114",8,Castro,"(37.761181758187, -122.436007088068)",Voice In,
5537064,2/4/2016 18:40,8/22/2016 10:31,8/22/2016 10:31,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,"2670 ALEMANY BLVD, SAN FRANCISCO, CA, 94112",11,Outer Mission,"(37.714224760012, -122.448588751949)",Voice In,
6093874,7/18/2016 13:50,8/22/2016 23:27,8/22/2016 23:27,Closed,Case Resolved - planting request submitted,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Dead_tree,Intersection of DUBOCE AVE and SCOTT ST,8,Duboce Triangle,"(37.7691139000786, -122.434893264318)",Voice In,
6094298,7/18/2016 15:08,7/18/2016 20:10,7/18/2016 20:10,Closed,Case Resolved - 1098,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Property_damage,Intersection of HARRISON ST and NORFOLK ST,6,South of Market,"(37.7703886178656, -122.412751447977)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/578d535fdf868c6b045f4757/report.jpg
6094738,7/18/2016 16:20,7/18/2016 18:06,7/18/2016 18:06,Closed,"Cancelled - Please CANCEL - Per caller, somehow the wrong address was entered",311 Supervisor Queue,Tree Maintenance,Trees - Landscaping,Other,"1335 STEVENSON ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.770989715038, -122.421586391062)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/578d6447df868c6b045f492e/report.jpg
6094816,7/18/2016 16:34,8/22/2016 23:27,8/22/2016 23:27,Closed,Case Resolved - It is safe for the trees to contact the communication & low voltage power lines,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Near_communication_line,Intersection of MARIPOSA ST and MISSOURI ST,10,Potrero Hill,"(37.7638505560106, -122.396644616541)",Web Self Service,
6094799,7/18/2016 16:31,8/25/2016 8:55,8/25/2016 8:55,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"1496 36TH AVE, SAN FRANCISCO, CA, 94122",4,Outer Sunset,"(37.759188497924, -122.494933944726)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/578d66e0df868c6b045f49b5/report.jpg
6375676,10/3/2016 7:57,11/1/2016 15:10,11/1/2016 15:10,Closed,Case Resolved - Request Letter Sent.   private. sent letter,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_street_lights,"50 WEBSTER ST, SAN FRANCISCO, CA, 94117",5,Mint Hill,"(37.770629442336, -122.428188263912)",Voice In,
6095197,7/18/2016 18:58,7/18/2016 20:10,7/18/2016 20:10,Closed,Case Resolved -,DPW BSM Queue,Tree Maintenance,Trees - Landscaping,Other,Intersection of CUMBERLAND ST and SANCHEZ ST,8,Dolores Heights,"(37.7587559258993, -122.430344241501)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/578d893edf868c6b045f4c55/report.jpg
5730612,4/4/2016 21:10,8/23/2016 16:10,8/23/2016 16:10,Closed,Case Resolved - location at 700 Irving. location to be paved. too close to street light,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,Intersection of 8TH AVE and IRVING ST,5,Inner Sunset,"(37.7640837110034, -122.465244819571)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57033aa4df86288f02d3c57b/report.jpg
5730621,4/4/2016 21:14,8/23/2016 16:10,8/23/2016 16:10,Closed,Case Resolved - no missing tree at 750 Irving    Notes:tree not missing..   BUF Action:Inspect. date completed - 8/23/2016.,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"750 IRVING ST, SAN FRANCISCO, CA, 94122",5,Inner Sunset,"(37.764203149834, -122.466094773339)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57033b95df86288f02d3c5c3/report.jpg
6597619,12/5/2016 13:29,12/19/2016 14:30,12/19/2016 14:30,Closed,Case Resolved - fine was issued Jan 2016 and will be sent to a hearing,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"231 EUREKA ST, SAN FRANCISCO, CA, 94114",8,Eureka Valley,"(37.758601445089, -122.437926599625)",Web Self Service,
6597657,12/5/2016 13:32,12/19/2016 15:25,12/19/2016 15:25,Closed,Case Resolved - fine issued,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"276 ROOSEVELT WAY, SAN FRANCISCO, CA, 94114",8,Buena Vista,"(37.765567697053, -122.441047340726)",Web Self Service,
6544447,11/18/2016 10:45,,11/18/2016 10:45,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"333 HAIGHT ST, SAN FRANCISCO, CA, 94102",5,Mint Hill,"(37.772330322472, -122.427696060061)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/582f4c44df86e1b6971f617a/report.jpg
6597825,12/5/2016 14:01,12/6/2016 15:10,12/6/2016 15:10,Closed,Cancelled -  Please forward to BSM or the correct property owner for abatement of shrubs. Thank you.,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Shrubbery_blocking_visibility,"2586 36TH AVE, SAN FRANCISCO, CA, 94116",4,Parkside,"(37.738812420464, -122.493505866562)",Voice In,
6544559,11/18/2016 11:05,12/3/2016 14:25,12/3/2016 14:25,Closed,Case Resolved - Request Letter Sent.   privately maintained sent letter    Notes:Empty still.   BUF Action:Inspect. date completed - 11/29/2016.,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"1299 BUSH ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.788808482665, -122.418396567276)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/582f50e0df86e1b6971f62e9/report.jpg
5779343,4/19/2016 15:39,4/20/2016 6:09,4/20/2016 6:09,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"1890 BRYANT ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763285740814, -122.410422766623)",Voice In,
6005236,6/21/2016 22:12,7/19/2016 14:55,7/19/2016 14:55,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"410 FOERSTER ST, SAN FRANCISCO, CA, 94127",7,Sunnyside,"(37.731992464389, -122.448726202269)",Open311,
6010229,6/23/2016 9:18,8/22/2016 23:23,8/22/2016 23:23,Closed,Case Resolved - Bill to sfmta muni,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Other_enter_additional_details_below,Intersection of 4TH ST and TOWNSEND ST,6,South of Market,"(37.7770893644194, -122.394981336766)",Voice In,
6036943,6/30/2016 13:43,7/19/2016 14:10,7/19/2016 14:10,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,Intersection of 37TH AVE and MORAGA ST,4,Outer Sunset,"(37.7552513678532, -122.495897214995)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57758465df8641072988a6f9/photo_20160630_134234.jpg
6061880,7/8/2016 0:39,7/19/2016 14:55,7/19/2016 14:55,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of BAY ST and HYDE ST,2,Aquatic Park / Ft. Mason,"(37.8047902142032, -122.42017828522)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/577f58b5df860517272b050d/report.jpg
6089722,7/17/2016 9:32,7/19/2016 10:10,7/19/2016 10:10,Closed,Cancelled -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"481 DOLORES ST, SAN FRANCISCO, CA, 94110",8,Mission Dolores,"(37.761762257366, -122.425859049912)",Web Self Service,
6090792,7/17/2016 17:28,7/19/2016 7:55,7/19/2016 7:55,Closed,Cancelled -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"225 PIERCE ST, SAN FRANCISCO, CA, 94117",5,Lower Haight,"(37.771906424301, -122.433918783895)",Voice In,
6417272,10/13/2016 14:29,,10/13/2016 15:34,Open,sent,RPD GGP Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of OAK ST and SHRADER ST,5,Panhandle,"(37.7712297778856, -122.452241648513)",Voice In,
6479831,10/31/2016 12:39,11/3/2016 12:55,11/3/2016 12:55,Closed,Case Resolved -,DPW BUF Queue,Tree Maintenance,Trees - Tree_Other,Other,"636 25TH AVE, SAN FRANCISCO, CA, 94121",1,Outer Richmond,"(37.777453402404, -122.48438345)",Integrated Agency,
6093474,7/18/2016 12:51,7/19/2016 7:55,7/19/2016 7:55,Closed,Cancelled -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"348 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.798525495153, -122.407391821594)",Voice In,
5778064,4/19/2016 11:38,8/22/2016 23:11,8/22/2016 23:11,Closed,Case Resolved - Request Letter Sent.   sidewalk too narrow. Owner told to pave basin,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Empty_tree_basin,"2146 MISSION ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.762609442149, -122.4196320228)",Voice In,
5780636,4/19/2016 23:25,8/22/2016 23:11,8/22/2016 23:11,Closed,Case Resolved - the aRE BUF barricades.,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"3129 16TH ST, SAN FRANCISCO, CA, 94103",8,Mission Dolores,"(37.764735758219, -122.422567305645)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/571720b6df86f516b63687f2/report.jpg
6095610,7/19/2016 4:08,8/12/2016 14:11,8/12/2016 14:11,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"1300 BATTERY ST, SAN FRANCISCO, CA, 94111",3,Northern Waterfront,"(37.803503929334, -122.401877773891)",Open311,
6095837,7/19/2016 8:05,8/18/2016 5:40,8/18/2016 5:40,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"100 FELL ST, SAN FRANCISCO, CA, 94102",5,Civic Center,"(37.776416779852, -122.419566570501)",Open311,
5782161,4/20/2016 11:49,8/22/2016 23:12,8/22/2016 23:12,Closed,Case Resolved - not enough info or description. too vague. there are severalttrees here. is address 1499 geary or webster?,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,Intersection of GEARY BLVD and WEBSTER ST,5,Japantown,"(37.7845681372362, -122.431204856266)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5717cf3ddf863c36b80d51b2/report.jpg
5785155,4/21/2016 8:55,8/22/2016 23:12,8/22/2016 23:12,Closed,"Case Resolved - where. what address? some are privately maintained. letter sent to 1150 Polk, Tree 2, on 4/4/16. there is an open planting request for planter ifo 1211-15 Sutter. cmms order linked to  SR 1721006. closing this request. created planting request for 1217 Sutter.",DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Empty_tree_basin,Intersection of SUTTER ST and POLK ST,3,Lower Nob Hill,"(37.7877565649064, -122.420116153241)",Voice In,
6096022,7/19/2016 8:40,8/22/2016 23:27,8/22/2016 23:27,Closed,Case Resolved - looks like the eucalyptus has been pruned,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of TERESITA BLVD and FOWLER AVE,7,Miraloma Park,"(37.7436098846679, -122.451606604059)",Voice In,
5786804,4/21/2016 14:09,8/22/2016 23:11,8/22/2016 23:11,Closed,Case Resolved - the property contact has been notified. project requires tree to be replaced. s.stacy contacted permitee contact,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Empty_tree_basin,"4138 3RD ST, SAN FRANCISCO, CA, 94124",6,South of Market,"(37.78293016375, -122.39811778619)",Voice In,
5787195,4/21/2016 15:10,8/22/2016 23:11,8/22/2016 23:11,Closed,Case Resolved - tree is not maintained by Public Works and you must hire an ISA certified arborist to perform any work on a street tree.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"1861 UNION ST, SAN FRANCISCO, CA, 94123",2,Union Street,"(37.797678571466, -122.429862508884)",Voice In,
5788106,4/21/2016 19:47,8/22/2016 23:11,8/22/2016 23:11,Closed,Case Resolved - Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,Intersection of 14TH ST and FOLSOM ST,9,Mission,"(37.768537410802, -122.415613952496)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/571990ccdf863c36b80d8876/report.jpg
5791284,4/22/2016 17:24,8/22/2016 23:11,8/22/2016 23:11,Closed,Case Resolved - Please explain how they are overgrown,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"2333 FILBERT ST, SAN FRANCISCO, CA, 94123",2,Cow Hollow,"(37.797633583877, -122.437849631364)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/571ac0c3df8615252c0fde13/photo_20160422_172323.jpg
5791564,4/22/2016 19:57,8/22/2016 23:11,8/22/2016 23:11,Closed,Case Resolved - Request Letter Sent.   privately maintained. adjacent to unaccepted row on Somerset. adjecent to both 300 and 290 campbell. letter sent.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"290 CAMPBELL AVE, SAN FRANCISCO, CA, 94134",10,Visitacion Valley,"(37.714761218621, -122.402430554483)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/571ae4a3df8615252c0fdfd0/report.jpg
6096444,7/19/2016 9:35,7/28/2016 22:10,7/28/2016 22:10,Closed,Case Resolved - in queue- tree crew will return,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"5 BASS CT, SAN FRANCISCO, CA, 94124",10,Bayview,"(37.733752677435, -122.385097691721)",Voice In,
6096478,7/19/2016 9:40,8/2/2016 13:40,8/2/2016 13:40,Closed,Case Resolved -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Weeding,"683 ULLOA ST, SAN FRANCISCO, CA, 94127",7,Laguna Honda,"(37.740684197871, -122.462598939444)",Voice In,
5791987,4/23/2016 8:57,8/22/2016 23:11,8/22/2016 23:11,Closed,Case Resolved - duplicate request.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"4228 26TH ST, SAN FRANCISCO, CA, 94131",8,Noe Valley,"(37.74813292649, -122.434852556704)",Web Self Service,
5797334,4/25/2016 12:15,8/22/2016 23:11,8/22/2016 23:11,Closed,Case Resolved - fine already issued,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"2792 FILBERT ST, SAN FRANCISCO, CA, 94123",2,Cow Hollow,"(37.796882841793, -122.445497762707)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/571e6cdddf8615252c10075c/photo_20160425_121510.jpg
6096895,7/19/2016 10:33,,7/19/2016 10:35,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"3891 25TH ST, SAN FRANCISCO, CA, 94114",8,Dolores Heights,"(37.749996252028, -122.426988882146)",Voice In,
5798523,4/25/2016 15:10,8/22/2016 23:11,8/22/2016 23:11,Closed,Case Resolved - Duplicate SR,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Dead_tree,"1340 BRYANT ST, SAN FRANCISCO, CA, 94103",6,South Beach,"(37.781432669681, -122.395294949255)",Voice In,
5800724,4/26/2016 9:47,8/22/2016 23:11,8/22/2016 23:11,Closed,Case Resolved -,DPW BUF Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"1089 MARKET ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.78056474339, -122.412063403031)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/571f9b96df8615252c102360/report.jpg
5800947,4/26/2016 10:12,8/22/2016 23:11,8/22/2016 23:11,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"2132 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763157528337, -122.415241067614)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/571fa17edf8615252c10247f/report.jpg
5801595,4/26/2016 11:54,8/22/2016 23:11,8/22/2016 23:11,Closed,"Case Resolved - Empty basins not found. Please come back with a more detailed description and/or photos. Both the SE, NE and SW corners were checked and no empty basins could be found. JG",DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Empty_tree_basin,Intersection of EVANS AVE and 3RD ST,10,Central Waterfront,"(37.7427030875749, -122.387926350339)",Voice In,
5801599,4/26/2016 11:54,8/22/2016 23:11,8/22/2016 23:11,Closed,"Case Resolved - we are working with them on this, they have applied but they did not realize that the application fee is $1400 to remove 13 trees. they are not shrubs they are 13 individual trees. they have cleared the legal 4' path of travel.",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_sidewalk,"900 CHESTNUT ST, SAN FRANCISCO, CA, 94109",2,Russian Hill,"(37.803205965341, -122.418458377907)",Web Self Service,
6097055,7/19/2016 10:57,,7/19/2016 10:59,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,Intersection of POTRERO AVE and 16TH ST,10,Mission,"(37.7657833569615, -122.407534195875)",Voice In,
6097072,7/19/2016 10:59,8/22/2016 23:27,8/22/2016 23:27,Closed,Case Resolved - Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of OCEAN AVE and LAGUNITAS DR,7,Merced Manor,"(37.7321200089715, -122.474206408852)",Voice In,
5802459,4/26/2016 14:24,8/22/2016 23:11,8/22/2016 23:11,Closed,Case Resolved - no tree found snapped or damaged ifo Mayes Oyster HOUSE,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"1233 POLK ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.788298131691, -122.420363794913)",Voice In,
5802737,4/26/2016 15:12,8/22/2016 23:11,8/22/2016 23:11,Closed,Case Resolved - I emailed permit applicant & stated he must remove stump,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"2696 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.754208421929, -122.414399309083)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/571fe7b9df8615252c102df0/photo_20160426_151146.jpg
6097193,7/19/2016 11:14,7/27/2016 17:25,7/27/2016 17:25,Closed,"Case Resolved -  Request closed by in Operations system   at Jul 27 2016 12:00AM.  Notes = ""  Notes:Letter created.   BUF Action:Inspect. date completed - 7/27/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Backfill_tree_basin,"90 14TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.768603834981, -122.415425330478)",Voice In,
5802925,4/26/2016 15:46,8/22/2016 23:11,8/22/2016 23:11,Closed,Case Resolved - Request Letter Sent.   please keep sending this one if you see it within a couple months we may issue. fine for failure to plant after removal was permitted.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"1765 CHESTNUT ST, SAN FRANCISCO, CA, 94123",2,Marina,"(37.801200782586, -122.432356904915)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/571fefb2df8615252c102e8e/report.jpg
6097481,7/19/2016 11:58,,7/19/2016 11:58,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,Intersection of DIVISADERO ST and GOLDEN GATE AVE,5,Western Addition,"(37.7787240676336, -122.438552240282)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/578e7858df868c6b045f5b2d/report.jpg
6097774,7/19/2016 12:34,7/29/2016 12:10,7/29/2016 12:10,Closed,Case Resolved - completed,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"47 CUVIER ST, SAN FRANCISCO, CA, 94112",8,St. Mary's Park,"(37.73422628594, -122.428558207966)",Voice In,
5805068,4/27/2016 10:59,8/22/2016 23:11,8/22/2016 23:11,Closed,Case Resolved - i pulled the weed out.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"1231 STOCKTON ST, SAN FRANCISCO, CA, 94133",3,Chinatown,"(37.797141428655, -122.408779305276)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5720fdd9df86ca4609991e44/photo_20160427_105619.jpg
5806770,4/27/2016 15:59,8/22/2016 23:11,8/22/2016 23:11,Closed,Case Resolved - site is 1401 Dolores dpw and is to be paved over by sirp.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,Intersection of 27TH ST and DOLORES ST,8,Noe Valley,"(37.7470333079711, -122.424689751603)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5721444cdf86ca4609992a51/report.jpg
